species,subfamily,colony.size,colony.size.sample.size,colony.size.ref,poly_id,TMP_avg,TMP_sd,TMP_med,TMP_cv,PRE_avg,PRE_sd,PRE_med,PRE_cv,DTR_avg,DTR_sd,DTR_med,DTR_cv
Messor_rugosus,Myrmicinae,2500.00,1,"Steinberger et al., 1991",0,18.016,6.899555556,18.33333333,0.392,32.55377778,31.37744444,22.3,1.110444444,11.91277778,2.029666667,12.2,0.172
Messor_sanctus,Myrmicinae,3500.00,1,"Beckers et al., 1989",1,17.04767568,6.323702703,16.3527027,0.378837838,39.21813514,35.22989189,30.37972973,0.915513514,11.66840541,1.638135135,11.55,0.140216216
Monomorium_minimum,Myrmicinae,105000.00,2,"Geraghty et al., 2007; Bhatkar, 1992",0,14.01985005,8.087020063,14.37328405,0.782449842,67.71251426,44.46131045,57.48901795,0.725763464,13.75727244,1.800093981,13.78030623,0.131466737
Monomorium_rothsteini,Myrmicinae,36500.00,4,"Davison, 1982",0,19.97969444,4.455694444,20.30972222,0.235111111,54.15455556,57.04152778,33.51805556,1.0055,12.90572222,1.968194444,12.99027778,0.154222222
Monomorium_viator,Myrmicinae,3539.00,2,"Heatwole & Muir, 1991",0,19.48855556,2.506888889,19.86111111,0.127666667,6.416222222,10.92888889,1.65,1.740111111,13.43333333,1.018777778,13.49444444,0.079777778
Monomorium_viridum,Myrmicinae,10000.00,1,"King & Porter, 2007",0,16.83408861,6.860993671,17.07056962,0.692797468,80.15322785,52.12908861,69.1835443,0.716575949,13.21620886,1.634607595,13.22056962,0.123993671
Mycetagroicus_cerradensis,Myrmicinae,373.00,2,"Ferguson-Gow, 2014",0,21.5356,2.198066667,21.88666667,0.103666667,114.4398,91.8126,92.05,0.805266667,11.83366667,1.5856,11.63333333,0.133333333
Mycetagroicus_inflatus,Myrmicinae,65.00,1,"Jesovnik et al., 2013",0,26.309,0.847,26.2,0.032,145.789,120.386,147.1,0.826,12.472,2.366,11.7,0.19
Mycetarotes_acutus,Myrmicinae,25.00,1,"Solomon et al., 2004",0,25.790125,0.930125,25.825,0.037375,194.749875,108.280375,174.5625,0.599625,9.838,1.115375,9.7125,0.112875
Mycetarotes_parallelus,Myrmicinae,110.57,13,"Ferguson-Gow, 2014",0,22.287,2.446709677,22.56935484,0.114612903,123.1203548,88.2096129,107.4822581,0.737483871,10.94609677,1.441129032,10.77741935,0.130548387
Mycetophylax_conformis,Myrmicinae,104.58,10,"Ferguson-Gow, 2014; Klingenberg et al., 2007",0,23.46847368,1.709578947,23.53684211,0.075842105,150.0302105,89.10563158,141.8078947,0.604947368,8.575473684,1.010578947,8.502631579,0.118631579
Mycetophylax_morschi,Myrmicinae,108.21,14,"Ferguson-Gow, 2014; Klingenberg et al., 2007",0,20.32866667,2.8422,20.38,0.1456,144.1738,73.44833333,134.9866667,0.510733333,8.932466667,0.979266667,8.873333333,0.109733333
Mycetosoritis_hartmanni,Myrmicinae,50.00,2,"Ferguson-Gow, 2014",0,22.59447619,4.406809524,23.14761905,0.205857143,98.7987619,77.40685714,78.96428571,0.799619048,11.14304762,1.33452381,11.03809524,0.11947619
Mycocepurus_goeldii,Myrmicinae,678.86,7,"Ferguson-Gow, 2014",0,22.20644643,2.254794643,22.48883929,0.106955357,125.6974375,89.17405357,108.0598214,0.719285714,11.071875,1.4615625,10.89642857,0.131232143
Myopias_concava,Ponerinae,60.00,1,"Wilson, 1959",0,21.98575,0.97425,22.075,0.04475,239.996,81.739,232.6875,0.35375,10.84175,0.8565,10.95,0.079
Myopias_conicara,Ponerinae,41.00,1,"Ito et al., 2020",0,17.3157,4.0489,18.24,0.3238,114.2054,101.5657,80.71,0.8893,11.3711,2.956,11.12,0.2557
Myopias_julivora,Ponerinae,55.00,2,"Wilson, 1959",0,22.91888889,0.839222222,23.04444444,0.037333333,216.82,96.91,211.8111111,0.450777778,10.97155556,0.750555556,11.04444444,0.072444444
Myrmecia_brevinoda,Myrmeciinae,2576.00,1,"Higashi & Peeters, 1990",1,17.21378462,4.436753846,17.56461538,0.269630769,83.16307692,68.01316923,64.57384615,0.805938462,12.62246154,1.770692308,12.61615385,0.142246154
Myrmecia_croslandi,Myrmeciinae,300.00,1,GAGA consortium,0,14.73473684,4.739263158,14.93157895,0.334,70.39373684,48.63105263,59.93684211,0.687789474,12.77589474,1.761789474,12.78947368,0.141
Myrmecia_dispar,Myrmeciinae,125.00,20,"Holldobler & Wilson, 1990",0,17.02985714,5.486464286,16.99642857,0.324035714,37.86446429,28.93032143,31.63035714,0.787178571,13.75921429,2.059321429,13.96071429,0.150464286
Myrmecia_forceps,Myrmeciinae,25.00,1,"Ito et al., 1994",0,15.98389286,4.413357143,15.96785714,0.277928571,52.83567857,40.35478571,43.49107143,0.765535714,12.417,1.9625,12.54285714,0.159285714
Myrmecia_forficata,Myrmeciinae,211.00,1,"Gray, 1974",0,13.36238144,4.041113402,13.31804124,0.312329897,79.86309278,50.13551546,69.99845361,0.631072165,10.83823711,1.710721649,10.87268041,0.158360825
Myrmecia_froggatti,Myrmeciinae,34.50,6,"Ito et al., 1994; Gray, 1974",0,17.32977778,5.240925926,17.48703704,0.307148148,51.22107407,41.84566667,40.2037037,0.795666667,13.54685185,1.921518519,13.66481481,0.144555556
Myrmecia_fulvipes,Myrmeciinae,108.56,1,"Gray, 1974",0,13.76263043,4.277173913,13.81847826,0.324152174,82.05569565,53.87519565,70.87717391,0.651413043,11.35680435,1.789869565,11.3826087,0.160043478
Myrmecia_gulosa,Myrmeciinae,974.24,17,"Holldobler & Wilson, 1990; Dietemann, 2002; Beckers et al., 1989",1,17.11581579,4.560921053,17.43684211,0.272368421,80.98126316,62.85926316,65.275,0.767368421,12.64223684,1.741263158,12.63157895,0.139368421
Myrmecia_mandibularis,Myrmeciinae,402.00,1,"Shik, 2008",0,15.57445238,4.170333333,15.34761905,0.2685,53.4595,41.11747619,44.21547619,0.76402381,12.00683333,2.134761905,12.1297619,0.17947619
Myrmecia_michaelseni,Myrmeciinae,17.00,1,"Gray, 1974",0,16.46014286,3.821285714,16.26785714,0.235071429,62.49564286,55.12642857,47.30714286,0.851857143,11.421,1.979285714,11.51785714,0.171571429
Myrmecia_nigrocincta,Myrmeciinae,821.00,2,"Holldobler & Wilson, 1990",0,18.78433898,3.898932203,19.2559322,0.21679661,99.84276271,90.74852542,70.99152542,0.889440678,11.61857627,1.653881356,11.56101695,0.144169492
Myrmecia_picta,Myrmeciinae,25.00,1,"Ito et al., 1994",0,16.53625,4.920055556,16.44166667,0.301138889,43.43022222,34.48172222,35.15416667,0.804194444,13.03488889,2.184805556,13.25555556,0.168972222
Myrmecia_piliventris,Myrmeciinae,165.50,1,"Gray, 1974",0,15.61951429,4.536685714,15.74857143,0.295085714,69.23005714,50.71631429,57.44428571,0.729885714,12.45997143,1.796857143,12.50142857,0.145971429
Myrmecia_pilosula,Myrmeciinae,754.20,5,"Fjerdingstad & Crozier, 2006; Holldobler & Wilson 1990; Kaspari & Vargo, 1995",0,13.30210072,4.072215827,13.16582734,0.313057554,75.44629496,45.81508633,67.3647482,0.624244604,10.88486331,1.87794964,10.93561151,0.172107914
Myrmecia_simillima,Myrmeciinae,162.40,1,"Gray, 1974",0,14.26404839,4.403290323,14.30887097,0.317290323,73.70503226,48.8166129,63.56612903,0.661483871,11.77669355,1.751951613,11.80403226,0.150548387
Myrmecia_tepperi,Myrmeciinae,117.00,1,"Gray, 1974",0,15.63796552,4.889344828,15.52931034,0.315896552,51.02848276,38.71275862,42.04137931,0.761689655,13.02737931,2.029655172,13.19310345,0.158068966
Myrmecia_vindex,Myrmeciinae,185.75,4,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",0,16.79715385,4.047423077,16.56346154,0.241076923,59.53103846,53.50888462,43.58076923,0.895923077,11.81034615,1.949692308,11.93076923,0.165115385
Myrmecina_americana,Myrmicinae,37.00,2,"Geraghty et al., 2007; King & Porter, 2007",0,13.93690416,8.140300181,14.27423146,0.733057866,91.73005787,48.89818445,83.97287523,0.555582278,12.30032188,1.621305606,12.33571429,0.133508137
Myrmecina_graminicola,Myrmicinae,45.92,120,"Ohkawara, 1993; Buschinger & Schreiber, 2002",0,10.96952233,6.19838835,10.74873786,0.661831068,68.60793981,39.47673398,62.15495146,0.581813592,8.80895534,1.928,9.032135922,0.219900971
Myrmecina_transversa,Myrmicinae,100.00,1,"Holldobler & Wilson, 1990",0,25.134,0.684,25.2,0.027666667,231.496,65.31433333,232.1666667,0.289666667,9.366666667,0.626333333,9.366666667,0.067333333
Myrmecocystus_mendax,Formicinae,1991.00,1,"Conway, 2003",1,14.90059821,7.500116071,14.984375,0.664857143,35.07421429,31.3891875,25.59263393,0.930674107,15.93782143,1.845736607,15.97924107,0.116330357
Myrmecocystus_mimicus,Formicinae,97.00,1,"Jaffe et al., 2012",1,16.29206977,6.863089147,16.33585271,0.456162791,33.58918992,33.02686047,22.62848837,1.040887597,15.8146938,1.931945736,15.88953488,0.122748062
Myrmelachista_flavocotea,Formicinae,7554.00,1,"Kuhn, 2014",1,24.35525,0.807125,24.275,0.033375,245.257875,157.90275,235.70625,0.665875,7.595875,0.574375,7.4,0.0745
Myrmica_americana,Myrmicinae,275.00,2,"Cole, 1983",0,8.727809628,9.660452954,9.304704595,1.565347921,67.72487746,37.50361488,60.57964989,0.613884026,12.69249234,1.890932166,12.74496718,0.150367615
Myrmica_latifrons,Myrmicinae,255.00,1,"Geraghty et al., 2007",0,7.91512381,9.602742857,8.526031746,6.275444444,61.40650476,34.34872381,54.74777778,0.628533333,13.12256508,1.931,13.1784127,0.15015873
Myrmica_lobicornis,Myrmicinae,300.00,42,"Seppä, 1994",0,6.259449883,7.467384615,6.252913753,0.854104895,66.94228205,34.850662,61.55932401,0.53316317,8.215254079,1.932834499,8.367948718,0.238314685
Myrmica_pinetorum,Myrmicinae,396.00,1,"Geraghty et al., 2007",0,12.16880208,8.674177083,12.5296875,0.775645833,93.44576042,44.7306875,87.60520833,0.47734375,11.94419792,1.647770833,12.01979167,0.138916667
Myrmica_punctiventris,Myrmicinae,13.08,135,"Hammond & Keller, 2004; Kramer et al., 2014",0,11.75132364,8.794087273,12.13436364,0.845250909,91.75041091,44.63349091,85.54054545,0.486614545,11.75712727,1.639392727,11.83418182,0.140934545
Myrmica_ruginodis,Myrmicinae,665.29,127,"Fjerdingstad & Crozier, 2006; Holldobler & Wilson 1990; Seppä, 1994; Beckers et al., 1989",0,7.951765914,6.836953799,7.913911704,0.069844969,72.22534805,38.9289846,65.66386037,0.539655031,8.401123203,1.906452772,8.577207392,0.229059548
Myrmica_sabuleti,Myrmicinae,3000.00,1,"Beckers et al., 1989",0,9.409553343,6.067301565,9.22311522,0.781489331,72.61367568,38.05713371,67.06394026,0.528583215,8.368240398,1.944544808,8.576315789,0.233513514
Myrmica_scabrinodis,Myrmicinae,514.90,68,"Fjerdingstad & Crozier, 2006; Csata et al., 2017; Elmes & Wardlaw, 1982",0,8.488957275,6.659267898,8.40687067,0.627443418,69.41211663,36.72714319,63.77759815,0.535211316,8.445232102,1.957755196,8.644226328,0.233415704
Myrmica_schencki,Myrmicinae,255.00,36,"Holldobler & Wilson, 1990",0,7.66876555,7.171430622,7.670215311,3.207655502,65.01380622,33.84566268,59.98217703,0.525026316,8.459301435,2.060406699,8.686363636,0.246552632
Myrmica_spatulata,Myrmicinae,296.00,1,"Geraghty et al., 2007",0,11.88977143,8.7652,12.28,0.836714286,92.81302857,45.60428571,86.35142857,0.492028571,11.9322,1.6576,12.00428571,0.140914286
Myrmica_tahoensis,Myrmicinae,175.00,1,"Hammond & Keller, 2004",0,7.581545455,8.074443182,7.505113636,2.663443182,42.535875,36.08225,32.375,0.840704545,15.32764773,2.532625,15.30056818,0.170170455
Myrmicaria_natalensis,Myrmicinae,19932.33,3,"Holldobler & Wilson, 1990; Beckers et al., 1989",0,21.10658182,2.947545455,21.76,0.143363636,73.11549091,70.23512727,50.63454545,1.008181818,12.73083636,1.958981818,12.57272727,0.152418182
Myrmicocrypta_buenzlii,Myrmicinae,1558.00,1,"Tschinkel, 2011",0,25.36166667,0.894444444,25.35555556,0.035777778,175.259,111.3313333,163.6833333,0.646333333,8.453333333,0.958222222,8.394444444,0.114666667
Myrmicocrypta_ednaella,Myrmicinae,86.78,35,"Ferguson-Gow, 2014",0,24.841,0.948125,24.875,0.03775,209.9775,114.572,211.925,0.56875,8.61025,0.980375,8.525,0.113875
Myrmicocrypta_squamosa,Myrmicinae,70.00,1,GAGA consortium,0,22.08071429,2.788071429,22.30357143,0.133285714,114.9155714,80.26614286,101.2285714,0.713642857,10.89485714,1.237928571,10.78214286,0.1115
Myrmoteras_barbouri,Formicinae,9.50,2,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",0,25.92042857,0.599714286,25.91428571,0.023142857,221.8624286,99.42557143,216.3142857,0.450857143,8.916285714,0.778428571,8.942857143,0.086714286
Myrmoteras_binghamii,Formicinae,15.00,1,GAGA consortium,0,22.455625,2.842125,23.375,0.131625,122.75725,107.00325,99.43125,0.87625,11.192875,3.2035,10.54375,0.27725
Mystrium_camillae,Amblyoponinae,58.00,1,"Molet et al, 2009",1,25.49739535,1.182139535,25.71627907,0.04744186,206.0541395,113.3131628,185.9127907,0.611139535,9.035325581,1.082465116,8.993023256,0.11627907
Mystrium_mysticum,Amblyoponinae,43.00,16,"Molet et al., 2009",1,23.01320408,2.040530612,23.53061224,0.091142857,127.390898,112.2481224,81.09591837,0.952244898,9.215326531,0.915877551,9.198979592,0.097183673
Mystrium_oberthueri,Amblyoponinae,33.56,16,"Molet et al., 2009; Bouchet et al., 2013",0,23.2,1.814352941,23.63529412,0.078882353,183.6058235,125.8898824,144.1852941,0.727235294,8.568705882,0.551294118,8.541176471,0.062882353
Mystrium_rogeri,Amblyoponinae,156.00,17,"Molet et al, 2009",1,21.82582051,2.074384615,22.33076923,0.097,152.3781026,116.7355128,110.2,0.809692308,8.881,0.719948718,8.835897436,0.079692308
Neivamyrmex_carolinensis,Dorylinae,70000.00,2,"King & Porter, 2007; Barth et al., 2014",1,17.52050746,6.987462687,17.69179104,0.413119403,110.781,59.10561194,102.4656716,0.531985075,12.63773134,1.494522388,12.60820896,0.118432836
Neivamyrmex_harrisii,Dorylinae,550000.00,1,"Barth et al., 2014",1,18.55131293,6.142782313,18.87040816,0.578244898,51.10143537,47.31436054,34.01904762,0.963088435,14.81780952,1.916911565,14.88367347,0.130122449
Neivamyrmex_nigrescens,Dorylinae,83750.00,4,"Holldobler & Wilson, 1990; Beckers et al., 1989; Kronauer et al., 2007; Peeters & Ito, 2001",1,16.38425758,6.924901515,16.56085859,0.467853535,66.44795707,49.02202778,53.55606061,0.860982323,14.11775758,1.790373737,14.14494949,0.127083333
Neivamyrmex_opacithorax,Dorylinae,30000.00,1,"King & Porter, 2007",1,17.28607368,6.386405263,17.52,0.409126316,76.89431053,57.0255,61.61973684,0.828721053,13.68511579,1.704384211,13.70236842,0.124452632
Neivamyrmex_texanus,Dorylinae,30000.00,1,"King & Porter, 2007",1,17.05087603,6.44492562,17.29628099,0.409859504,62.40833058,46.14360331,50.45413223,0.845016529,14.65595041,1.756396694,14.70371901,0.119834711
Neoponera_commutata,Ponerinae,800.00,1,"Kaspari & Vargo, 1995",0,24.32636207,1.008043103,24.3612069,0.043948276,179.6031552,110.5262414,162.9905172,0.70625,10.23843966,1.223508621,10.09655172,0.118603448
Neoponera_crenata,Ponerinae,50.00,1,"Bertelsmeier et al., 2013",0,22.15298795,1.699259036,22.29789157,0.082740964,175.441747,106.301259,160.2436747,0.636596386,10.185,1.138560241,10.08162651,0.110626506
Neoponera_goeldii,Ponerinae,158.84,68,"Denis et al., 2007; Denis et al., 2008",0,25.18615,0.8127,25.15,0.0345,191.3831,101.53085,181.05,0.58575,9.1536,1.0151,9.025,0.11325
Neoponera_inversa,Ponerinae,35.62,45,"van Zweden et al., 2009; Helantera et al., 2013; D'Ettorre et al., 2004",0,23.5475679,1.231506173,23.68024691,0.055074074,168.2039383,108.3734444,150.1901235,0.673604938,9.876395062,1.202703704,9.749382716,0.121308642
Neoponera_marginata,Ponerinae,1198.50,7,"Shik, 2008",1,21.76438028,2.432633803,22.07042254,0.117971831,123.5435634,85.3775493,105.8549296,0.724521127,11.20460563,1.443507042,11.08521127,0.126549296
Neoponera_obscuricornis,Ponerinae,61.00,2,"Villet, 1990; Kaspari & Vargo, 1995",0,23.47226271,1.31159322,23.59194915,0.057805085,181.9292627,114.4002881,163.1550847,0.667067797,10.27488136,1.19290678,10.16779661,0.114601695
Neoponera_verenae,Ponerinae,120.00,1,"Evison et al., 2012",0,23.44197309,1.310421525,23.57668161,0.058067265,177.057157,115.3015247,160.2663677,0.680183857,9.917013453,1.15055157,9.766143498,0.114112108
Neoponera_villosa,Ponerinae,32.77,31,"Beckers et al., 1989; Trunzer et al., 1998",0,23.23376526,2.229476526,23.51431925,0.101124413,139.0663146,94.78253286,120.3518779,0.755422535,10.91214789,1.340377934,10.81021127,0.12106338
Nomamyrmex_esenbeckii,Dorylinae,1000000.00,1,"Barth et al., 2014",1,22.49764758,1.899436123,22.72599119,0.090290749,131.4022996,96.17784581,111.9951542,0.814519824,11.27194714,1.50914978,11.22246696,0.128929515
Nothomyrmecia_macrops,Myrmeciinae,39.26,35,"Holldobler & Wilson, 1990; Sanetra & Crozier, 2001",0,16.53725,4.021125,16.4875,0.24325,36.68675,30.4715,28.7125,0.810625,12.32925,1.772625,12.49375,0.144875
Nylanderia_arenivaga,Formicinae,100.00,1,"King & Porter, 2007",0,18.01938365,6.763710692,18.34150943,0.412459119,97.20412579,58.89319497,85.99119497,0.633132075,12.58408805,1.532779874,12.56666667,0.122018868
Nylanderia_concinna,Formicinae,100.00,1,"King & Porter, 2007",0,19.1931875,6.084458333,19.45729167,0.348583333,111.2063542,66.5739375,99.68541667,0.594395833,12.08383333,1.436020833,12.07604167,0.119229167
Nylanderia_faisonensis,Formicinae,122.56,9,"Geraghty et al., 2007; King & Porter, 2007; Nuhn et al., 1992",0,16.78508456,7.296466912,17.01433824,0.466257353,107.4412132,56.5081875,99.42242647,0.5245,12.35260294,1.489477941,12.32977941,0.1210625
Nylanderia_flavipes,Formicinae,350.00,2,"Ichinose, 1986; Terayama et al., 2014",0,13.36272093,8.149680233,14.06598837,0.724744186,125.2425988,96.70631977,96.21162791,0.799139535,9.320098837,1.470430233,9.318313953,0.156110465
Nylanderia_parvula,Formicinae,100.00,1,"King & Porter, 2007",0,13.83822995,8.262721925,14.25160428,0.71384492,93.90258824,50.13073797,86.24705882,0.540636364,12.02817112,1.604679144,12.07727273,0.134641711
Nylanderia_phantasma,Formicinae,100.00,1,"King & Porter, 2007",0,20.6315,5.487727273,20.92954545,0.274909091,115.1813636,71.34086364,102.8840909,0.619090909,11.87281818,1.392909091,11.82727273,0.117772727
Nylanderia_steinheili,Formicinae,143.00,1,"Kaspari & Vargo, 1995",0,23.47538333,1.37415,23.695,0.059666667,181.63425,123.89575,164.165,0.708016667,9.8412,1.097116667,9.7225,0.107583333
Nylanderia_terricola,Formicinae,137.50,7,"Lynch et al., 1980",0,17.75486636,7.257852535,18.13778802,0.44456682,59.07503687,44.45792166,47.78640553,0.829677419,13.96764977,1.700907834,13.9735023,0.122391705
Nylanderia_wojciki,Formicinae,100.00,1,"King & Porter, 2007",0,21.11326923,5.263230769,21.49134615,0.257557692,114.9055577,74.02948077,100.9576923,0.644788462,11.51373077,1.400038462,11.50288462,0.121807692
Ochetellus_glaber,Dolichoderinae,416.00,1,"Bertelsmeier et al., 2013",0,16.11068595,6.030123967,16.47603306,0.408165289,116.0869256,84.30182645,94.44710744,0.746504132,10.09689256,1.530834711,10.12479339,0.150305785
Ocymyrmex_barbiger,Myrmicinae,200.00,1,"Beckers et al., 1989",0,17.53754762,4.109345238,17.89761905,0.237785714,30.09020238,29.19479762,20.51785714,1.039595238,14.08857143,1.299714286,14.2125,0.09222619
Ocymyrmex_foreli,Myrmicinae,713.00,1,"Forder & Marsh, 1989",0,18.26333333,4.023888889,19.33888889,0.224222222,52.12655556,56.33122222,32.51944444,1.088166667,14.83572222,2.198611111,14.70277778,0.148722222
