species,subfamily,colony.size,colony.size.sample.size,colony.size.ref,poly_id,TMP_avg,TMP_sd,TMP_med,TMP_cv,PRE_avg,PRE_sd,PRE_med,PRE_cv,DTR_avg,DTR_sd,DTR_med,DTR_cv
Acanthomyrmex_ferox,Myrmicinae,53.00,2,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",1,25.98603846,0.587269231,25.96538462,0.022538462,237.3464231,104.6274231,226.9192308,0.442615385,8.603769231,0.798730769,8.613461538,0.093192308
Acromyrmex_echinatior,Myrmicinae,21548.00,52,"Ferguson-Gow, 2014; Gadau et al., 2012; Dijkstra et al., 2010; GAGA consortium",1,24.36526316,1.409947368,24.62631579,0.058315789,166.9813684,126.2552632,144.0885965,0.794052632,10.00907018,1.100578947,9.772807018,0.105947368
Acromyrmex_octospinosus,Myrmicinae,22005.50,10,"Ferguson-Gow, 2014; Boomsma et al., 1999; Murakami et al., 2000; Wetterer, 1999; Beckers et al., 1989",1,23.99609036,0.974927711,24.09518072,0.040963855,182.5235,109.1607892,169.1451807,0.66673494,9.987584337,1.160807229,9.884036145,0.114963855
Acromyrmex_volcanus,Myrmicinae,16300.00,2,"Wetterer, 1999",1,24.4773125,0.845875,24.4375,0.0346875,242.16875,149.4479375,240.9875,0.62375,7.6638125,0.6751875,7.465625,0.0873125
Adelomyrmex_biroi,Myrmicinae,10.00,1,"Wilson, 1959",0,24.27053846,0.601769231,24.39230769,0.025076923,275.7553846,75.06069231,271.0653846,0.29,10.55530769,0.522153846,10.62307692,0.053615385
Allomerus_octoarticulatus,Myrmicinae,116.00,1,"Jaffe et al., 2012",0,24.85011765,1.118852941,24.96617647,0.051235294,176.2300294,106.7645,160.3808824,0.670441176,10.29217647,1.438058824,10.11470588,0.137647059
Aneuretus_simoni,Aneuretinae,61.88,8,"Beckers et al., 1989; Jayasuriya & Traniello, 1985",1,25.12842857,0.873857143,25.15714286,0.035142857,178.4978571,120.6201429,151.6928571,0.679285714,7.528285714,1.380857143,7.3,0.183285714
Anonychomyrma_scrutator,Dolichoderinae,2500.00,2,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",0,23.57323077,0.851769231,23.73076923,0.036,229.575,77.57292308,221.4576923,0.392769231,10.72015385,0.733846154,10.83846154,0.073
Aphaenogaster_dromedaria,Myrmicinae,100.00,1,"Wilson, 1959",0,23.79091667,0.839166667,23.89166667,0.035916667,247.4349167,102.1485,239.3,0.417916667,10.06425,0.729083333,10.15833333,0.073583333
Apomyrma_stygia,Apomyrminae,64.75,2,"Shik, 2008; Holldobler & Wilson, 1990",1,26.13981818,1.278636364,26.21363636,0.050363636,122.2554545,85.06236364,111.4590909,0.728909091,9.038727273,1.500090909,8.963636364,0.166818182
Apterostigma_collare,Myrmicinae,23.98,128,"Ferguson-Gow, 2014",0,24.4545,0.999727273,24.48636364,0.040863636,219.3465,146.3039545,208.7340909,0.683954545,8.199318182,0.752545455,8.013636364,0.088909091
Apterostigma_dentigerum,Myrmicinae,104.33,3,"Ferguson-Gow, 2014; Tschinkel, 2011; Kaspari & Vargo, 1995",0,24.33714286,0.804785714,24.28571429,0.033071429,194.0453214,136.1609643,173.8107143,0.757392857,8.666678571,0.710142857,8.539285714,0.082428571
Apterostigma_urichii,Myrmicinae,23.00,1,"Ferguson-Gow, 2014",0,24.44525,0.809653846,24.47403846,0.033384615,179.7285577,104.1474808,165.7211538,0.596019231,9.389519231,1.081711538,9.295192308,0.115980769
Atta_cephalotes,Myrmicinae,1500000.00,3,"Ferguson-Gow, 2014; Gadau et al., 2012; Beckers et al., 1989",1,23.66208599,1.05333758,23.80191083,0.045531847,182.6927739,112.4926688,166.8232484,0.661738854,10.09894268,1.194089172,9.991878981,0.116850318
Atta_colombica,Myrmicinae,2154761.91,7,"Ferguson-Gow, 2014; Holldobler & Wilson, 1990; Jaffe et al., 2012 ",1,23.28598058,0.665184466,23.25485437,0.029563107,200.5156699,109.5933883,196.4703883,0.577485437,9.29738835,1.106776699,9.21407767,0.117854369
Azteca_constructor,Dolichoderinae,7707.00,1,"Marting et al., 2018",1,24.32940816,0.923408163,24.36938776,0.037877551,209.5705714,139.7418367,198.4806122,0.696020408,8.743081633,0.822326531,8.581632653,0.092816327
Azteca_forelii,Dolichoderinae,50000.00,1,"Beckers et al., 1989",1,24.70072727,1.342977273,24.90681818,0.054772727,165.5998636,117.3448864,146.3227273,0.773363636,9.8335,1.110068182,9.761363636,0.109068182
Azteca_trigona,Dolichoderinae,28000.00,1,"Wheeler, 1986",1,25.4729,0.7318,25.45,0.0283,210.5114,114.4413,206.77,0.5754,9.2234,1.1936,9.13,0.1281
Basiceros_manni,Myrmicinae,24.00,3,"Holldobler & Wilson, 1990",0,24.90536,0.84912,24.856,0.03404,228.6258,147.84808,222.742,0.66632,8.0666,0.62868,7.896,0.07748
Calomyrmex_laevissimus,Formicinae,250.00,1,"Holldobler & Wilson, 1990",0,22.9997,0.9147,23.16,0.0404,207.5774,80.9328,205.195,0.4054,10.546,0.7988,10.69,0.0786
Cardiocondyla_paradoxa,Myrmicinae,50.00,1,"Holldobler & Wilson, 1990",0,23.33222222,0.754888889,23.42222222,0.033111111,240.5506667,81.04422222,237.4388889,0.339888889,10.07611111,0.737666667,10.15555556,0.073888889
Cardiocondyla_thoracica,Myrmicinae,70.00,1,"Holldobler & Wilson, 1990",0,24.74428571,1.134571429,24.98571429,0.045285714,221.6664286,118.7902857,181.5285714,0.723571429,9.832,0.774285714,9.871428571,0.086142857
Carebara_pygmaea,Myrmicinae,11000.00,6,"Holldobler & Wilson, 1990",1,26.11616129,0.925193548,26.17096774,0.035096774,209.7465484,125.379129,189.8225806,0.619709677,9.127935484,1.280290323,9.006451613,0.137677419
Cataulacus_mckeyi,Myrmicinae,246.32,76,"Debout et al., 2009; Debout et al., 2005",0,26.7685,0.9825,26.95,0.037,237.8955,144.338,219.725,0.6065,7.0165,0.9145,7.05,0.1305
Centromyrmex_bequaerti,Ponerinae,347.22,9,"Dejean & Feneron, 1996",1,23.48002778,1.396888889,23.80555556,0.06225,124.0676944,92.08997222,111.6430556,0.823194444,11.04280556,1.672583333,10.86527778,0.144833333
Centromyrmex_sellaris,Ponerinae,408.00,1,"Holldobler & Wilson, 1990",0,23.88728205,1.644384615,24.15769231,0.071692308,110.0038205,85.53625641,92.81025641,0.842820513,11.22769231,1.774076923,11.13589744,0.157794872
Crematogaster_dohrni,Myrmicinae,31318.50,2,"Holldobler & Wilson, 1990",0,25.90213333,1.587533333,26.29333333,0.063066667,147.2364,122.1282,113.6933333,0.851933333,8.6762,1.680733333,8.436666667,0.1866
Crematogaster_elegans,Myrmicinae,300.00,1,"Holldobler & Wilson, 1990",0,23.4275,0.7595,23.55,0.032,417.4325,93.74,417.175,0.242,11.6835,0.4935,11.75,0.0475
Crematogaster_irritabilis,Myrmicinae,5000.00,1,"Holldobler & Wilson, 1990",0,24.81875,0.6165,24.95,0.0245,256.38825,79.8425,249.05,0.3675,11.95025,0.47325,11.85,0.04675
Crematogaster_mimosae,Myrmicinae,6900.00,1,"Prior & Palmer, 2018",0,22.86609091,2.586181818,23.16818182,0.109,44.49409091,45.25236364,27.96818182,1.292727273,12.40018182,1.585181818,12.15454545,0.128272727
Crematogaster_pygmaea,Myrmicinae,190.00,8,"Hamidi et al., 2017",1,26.568,0.823,26.6,0.031,88.284,107.65,37.4,1.219,7.107,0.719,7.2,0.101
Crematogaster_sumichrasti,Myrmicinae,1000.00,1,"Beckers et al., 1989",0,23.46508621,1.485241379,23.73017241,0.064793103,168.3743966,129.7882931,137.7793103,0.818362069,10.40994828,1.310724138,10.2112069,0.121413793
Cryptopone_motschulskyi,Ponerinae,20.00,1,"Holldobler & Wilson, 1990",0,24.052375,0.8615,24.175,0.036125,239.300125,105.280625,229.08125,0.44825,9.25125,0.765125,9.35,0.085
Cyphomyrmex_cornutus,Myrmicinae,2021.75,4,"Adams & Longino, 2007",0,22.4613,0.766933333,22.475,0.0342,228.3349,136.1973667,211.3716667,0.636066667,9.226866667,0.9429,9.065,0.103266667
Cyphomyrmex_costatus,Myrmicinae,99.17,55,"Hammond & Keller, 2004; Ferguson-Gow, 2014; Murakami et al., 2000",0,24.13836364,1.124272727,24.31090909,0.046836364,191.7843455,120.8541091,176.4345455,0.650381818,9.596981818,1.066218182,9.449090909,0.111018182
Cyphomyrmex_longiscapus,Myrmicinae,55.34,204,"Hammond & Keller, 2004; Ferguson-Gow, 2014",0,22.55361538,0.661076923,22.49230769,0.029538462,235.2866923,126.0443846,244.3153846,0.540307692,8.197461538,0.847615385,8.103846154,0.102384615
Dacetinops_cibdelus,Myrmicinae,10.00,1,"Holldobler & Wilson, 1990",0,23.7022,0.9002,23.84,0.0386,235.2186,93.5506,234.43,0.3964,10.1248,0.7362,10.22,0.0728
Daceton_armigerum,Myrmicinae,2650.00,2,"Holldobler & Wilson, 1990",1,26.09361728,0.844098765,26.12716049,0.032469136,199.3112716,117.5848765,182.9351852,0.615839506,9.888185185,1.257382716,9.709876543,0.125555556
Discothyrea_kamiteta,Proceratiinae,73.00,1,"Katayama, 2013",0,23.685,4.0365,24.65,0.1715,147.8375,132.614,98.075,0.8965,7.754,1.226,7.75,0.158
Dolichoderus_imitator,Dolichoderinae,25.00,7,"Kaspari & Vargo, 1995",0,25.14070192,0.966336538,25.21298077,0.042596154,186.6652788,112.0015673,172.9331731,0.638105769,9.633721154,1.292990385,9.502403846,0.132096154
Dorylus_laevigatus,Dorylinae,325000.00,1,"Berghoff et al., 2002",1,25.13548649,1.246,25.37027027,0.051324324,205.2223514,114.7802973,189.2864865,0.600837838,9.85727027,1.351216216,9.712162162,0.13327027
Dorylus_nigricans,Dorylinae,8018400.00,2,"Beckers et al., 1989; Barth et al., 2014",1,24.23708333,1.353583333,24.37083333,0.056875,124.8029583,95.66733333,107.5951389,0.795930556,9.986375,1.483597222,9.929166667,0.146819444
Dorylus_wilverthi,Dorylinae,14750000.00,2,"Kaspari & Vargo, 1995; Beckers et al., 1989",1,23.74362963,0.859592593,23.72962963,0.036444444,125.0987407,62.32018519,128.5166667,0.502740741,10.87659259,1.01962963,10.72962963,0.093
Dorymyrmex_biconis,Dolichoderinae,5000.00,1,"Beckers et al., 1989",0,23.01597059,0.881235294,23.07647059,0.038882353,116.1824412,78.38488235,103.95,0.730411765,9.347029412,1.111705882,9.288235294,0.118794118
Eciton_hamatum,Dorylinae,250000.00,2,"Shik, 2008; Holldobler & Wilson, 1990",1,24.1994,1.028888235,24.30176471,0.044194118,192.6325235,122.8382941,174.4620588,0.687258824,9.760382353,1.075611765,9.634117647,0.109011765
Eciton_rapax,Dorylinae,275000.00,1,"Beckers et al., 1989",1,23.19065957,0.973914894,23.30638298,0.054361702,185.9945106,109.615383,169.8319149,0.654404255,11.08895745,1.461191489,10.95851064,0.129638298
Ectomomyrmex_striatulus,Ponerinae,15.00,2,"Holldobler & Wilson, 1990",0,22.76028571,0.895428571,22.92857143,0.039428571,217.2148571,87.20928571,212.9142857,0.416285714,9.837571429,0.812714286,9.971428571,0.083142857
Euprenolepis_procera,Formicinae,5000.00,8,"Volker & Ulrich, 2008",1,25.48761111,0.602166667,25.47222222,0.023555556,232.0487222,100.824,225.4666667,0.435611111,8.938833333,0.732444444,8.955555556,0.082333333
Eurhopalothrix_biroi,Myrmicinae,50.00,1,"Wilson, 1959",0,23.25128571,0.836285714,23.35714286,0.036714286,244.9638571,88.05028571,241.5,0.367285714,11.07871429,0.688142857,11.14285714,0.065714286
Kartidris_nyos,Myrmicinae,1000.00,1,GAGA consortium,0,20.748,3.304,21.8,0.159,124.019,111.237,85.8,0.897,11.671,3.662,10.9,0.314
Leptogenys_bituberculata,Ponerinae,300.00,1,"Holldobler & Wilson, 1990",0,22.8746,0.827,22.96,0.0376,231.58,93.647,227.07,0.4016,10.2106,0.7774,10.28,0.0762
Leptogenys_processionalis,Ponerinae,41000.00,1,"Kaspari & Vargo, 1995",0,26.061,1.79545,26.23,0.0693,162.4054,128.1673,120.4775,0.8674,9.25185,1.86165,9.4425,0.1882
Leptogenys_purpurea,Ponerinae,1250.00,2,"Holldobler & Wilson, 1990",0,23.55933333,0.690111111,23.63333333,0.029555556,299.0097778,80.63544444,294.4722222,0.292444444,10.80655556,0.638777778,10.87777778,0.064555556
Leptomyrmex_fragilis,Dolichoderinae,350.00,1,"Holldobler & Wilson, 1990",0,24.26457143,0.677877551,24.39183673,0.028469388,243.1183469,85.38912245,238.7214286,0.371755102,10.68128571,0.586612245,10.72040816,0.058897959
Megalomyrmex_milenae,Myrmicinae,218.50,1,"Antwiki, 2024",0,26.244,0.8,26.1,0.03,229.751,131.718,282.65,0.573,6.431,0.632,6.4,0.098
Meranoplus_spinosus,Myrmicinae,150.00,1,"Holldobler & Wilson, 1990",0,25.162,0.947,25.3,0.038,272.256,106.596,266.6,0.394,8.605,0.704,8.75,0.0825
Mycetagroicus_inflatus,Myrmicinae,65.00,1,"Jesovnik et al., 2013",0,26.309,0.847,26.2,0.032,145.789,120.386,147.1,0.826,12.472,2.366,11.7,0.19
Mycetarotes_acutus,Myrmicinae,25.00,1,"Solomon et al., 2004",0,25.790125,0.930125,25.825,0.037375,194.749875,108.280375,174.5625,0.599625,9.838,1.115375,9.7125,0.112875
Myopias_concava,Ponerinae,60.00,1,"Wilson, 1959",0,21.98575,0.97425,22.075,0.04475,239.996,81.739,232.6875,0.35375,10.84175,0.8565,10.95,0.079
Myopias_julivora,Ponerinae,55.00,2,"Wilson, 1959",0,22.91888889,0.839222222,23.04444444,0.037333333,216.82,96.91,211.8111111,0.450777778,10.97155556,0.750555556,11.04444444,0.072444444
Myrmecina_transversa,Myrmicinae,100.00,1,"Holldobler & Wilson, 1990",0,25.134,0.684,25.2,0.027666667,231.496,65.31433333,232.1666667,0.289666667,9.366666667,0.626333333,9.366666667,0.067333333
Myrmelachista_flavocotea,Formicinae,7554.00,1,"Kuhn, 2014",1,24.35525,0.807125,24.275,0.033375,245.257875,157.90275,235.70625,0.665875,7.595875,0.574375,7.4,0.0745
Myrmicocrypta_buenzlii,Myrmicinae,1558.00,1,"Tschinkel, 2011",0,25.36166667,0.894444444,25.35555556,0.035777778,175.259,111.3313333,163.6833333,0.646333333,8.453333333,0.958222222,8.394444444,0.114666667
Myrmicocrypta_ednaella,Myrmicinae,86.78,35,"Ferguson-Gow, 2014",0,24.841,0.948125,24.875,0.03775,209.9775,114.572,211.925,0.56875,8.61025,0.980375,8.525,0.113875
